开始时间||检查类别||检查项||比较方式||阈值||巡检用时||检查指标||指标数值||检查结果
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb244||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb245||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb246||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb247||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb248||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb249||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb25||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb250||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb251||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb252||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb253||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb254||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb255||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb256||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb257||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb258||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb259||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb26||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb260||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb261||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb262||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb263||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb264||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb265||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb266||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb267||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb268||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb269||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb27||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb270||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb271||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb272||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb273||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb274||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb275||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb276||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb277||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb278||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb279||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb28||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb280||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb281||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb282||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb283||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb284||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb285||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb286||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb287||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb288||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb289||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb29||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb290||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb291||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb292||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb293||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb294||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb295||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb296||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb297||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb298||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb299||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb3||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb30||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb300||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb301||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb302||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb303||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb304||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb305||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb306||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb307||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb308||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb309||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb31||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb310||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb311||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb312||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb313||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb314||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb315||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb316||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb317||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb318||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb319||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb32||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb320||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb33||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb34||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb35||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb36||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb37||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb38||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb39||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb4||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb40||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb41||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb42||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb43||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb44||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb45||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb46||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb47||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb48||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb49||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb5||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb50||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb51||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb52||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb53||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb54||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb55||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb56||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb57||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb58||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb59||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb6||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb60||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb61||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb62||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb63||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb64||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb65||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb66||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb67||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb68||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb69||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb7||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb70||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb71||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb72||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb73||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb74||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb75||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb76||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb77||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb78||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb79||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb8||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb80||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb81||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb82||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb83||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb84||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb85||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb86||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb87||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb88||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb89||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb9||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb90||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb91||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb92||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb93||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb94||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb95||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb96||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb97||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb98||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||odoo_test.library_book_tidb99||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||sbtest.sbtest3||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||sbtest.sbtest6||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||sbtest.sbtest2||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||sbtest.sbtest8||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||sbtest.sbtest10||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||sbtest.sbtest5||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||sbtest.sbtest4||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||sbtest.sbtest7||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||sbtest.sbtest9||无TiFlash副本||异常_已有
1641259872||运行状态||表没有创建TiFlash副本||无数据||NA||1417||zuokang_test.library_book_tidb||无TiFlash副本||异常_已有
1641259872||运行状态||表没有主键||无数据||NA||706||dm_meta.task-01_loader_checkpoint||无主键||异常_已有
1641259872||运行状态||表没有主键||无数据||NA||706||dm_meta.task-01_syncer_checkpoint||无主键||异常_已有
1641259872||运行状态||正在执行且超过5分钟的SQL||无数据||NA||1321||running_sql_5min.sh||无数据||正常
1641259872||运行状态||走TiKV且超过5秒的SQL||无数据||NA||1403||sql_5s_no_tiflash.sh||无数据||正常
1641259872||运行状态||执行超过1h的DDL||无数据||NA||1685||long_ddl_job.sh||无数据||正常
1641259872||运行状态||TiKV Region数量||小于等于||30000||469||10.3.65.143:20180||1919||正常
1641259872||运行状态||TiKV Region数量||小于等于||30000||469||10.3.65.141:20180||1919||正常
1641259872||运行状态||TiKV Region数量||小于等于||30000||469||10.3.65.142:20180||1919||正常
1641259872||运行状态||TiFlash Region数量||小于等于||30000||404||10.3.65.148:20292||139||正常
1641259872||运行状态||goroutine数量||小于等于||50000||353||10.3.65.139:10080||304||正常
1641259872||运行状态||goroutine数量||小于等于||50000||353||10.3.65.140:10080||326||正常
1641259872||运行状态||每个tidb的连接数||小于等于||800||428||10.3.65.139:10080||0||正常
1641259872||运行状态||每个tidb的连接数||小于等于||800||428||10.3.65.140:10080||2||正常
1641259872||运行状态||今天失败Query的类型||无数据||NA||384||failed_query_type.py||无数据||正常
1641259872||运行状态||内存剩余绝对值(MB)||大于等于||10240||383||10.3.65.139:9100||27511.125||正常
1641259872||运行状态||内存剩余绝对值(MB)||大于等于||10240||383||10.3.65.140:9100||26661.125||正常
1641259872||运行状态||内存剩余绝对值(MB)||大于等于||10240||383||10.3.65.141:9100||17002.750||正常
1641259872||运行状态||内存剩余绝对值(MB)||大于等于||10240||383||10.3.65.142:9100||14429.125||正常
1641259872||运行状态||内存剩余绝对值(MB)||大于等于||10240||383||10.3.65.143:9100||15245.312||正常
1641259872||运行状态||内存剩余绝对值(MB)||大于等于||10240||383||10.3.65.145:9100||28226.312||正常
1641259872||运行状态||内存剩余绝对值(MB)||大于等于||10240||383||10.3.65.148:9100||25829.000||正常
1641259872||运行状态||内存剩余绝对值(MB)||大于等于||10240||383||10.3.65.149:9100||3226.188||异常_已有
1641259872||运行状态||内存剩余绝对值(MB)||大于等于||10240||383||10.3.65.154:9100||26405.500||正常
